"GEO_ID","NAME","B25070_001E","B25070_001M","B25070_002E","B25070_002M","B25070_003E","B25070_003M","B25070_004E","B25070_004M","B25070_005E","B25070_005M","B25070_006E","B25070_006M","B25070_007E","B25070_007M","B25070_008E","B25070_008M","B25070_009E","B25070_009M","B25070_010E","B25070_010M","B25070_011E","B25070_011M"
"1500000US360610006002","Block Group 2, Census Tract 6, New York County, New York","1047","238","14","22","132","99","102","111","0","12","304","174","171","127","22","27","36","42","266","176","0","12"
"1500000US360610006003","Block Group 3, Census Tract 6, New York County, New York","352","142","80","88","0","12","0","12","33","58","20","34","50","52","88","94","20","32","61","74","0","12"
"1500000US360610006004","Block Group 4, Census Tract 6, New York County, New York","384","152","17","28","0","12","10","15","0","12","0","12","35","31","0","12","0","12","322","154","0","12"
"1500000US360610006005","Block Group 5, Census Tract 6, New York County, New York","842","174","21","33","161","125","42","49","36","60","73","63","188","133","59","65","24","40","180","121","58","97"
"1500000US360610006006","Block Group 6, Census Tract 6, New York County, New York","703","201","62","66","49","63","108","107","105","79","73","62","86","83","123","116","0","12","47","54","50","76"
"1500000US360610007000","Block Group 0, Census Tract 7, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610007001","Block Group 1, Census Tract 7, New York County, New York","3540","323","195","147","288","147","384","178","426","171","517","208","346","148","171","88","262","122","706","193","245","146"
"1500000US360610122002","Block Group 2, Census Tract 122, New York County, New York","157","97","12","19","0","12","12","21","47","65","0","12","27","32","25","41","10","19","0","12","24","29"
"1500000US360610122003","Block Group 3, Census Tract 122, New York County, New York","244","97","17","35","15","24","39","51","19","29","51","37","0","12","0","12","0","12","65","59","38","63"
"1500000US360610122004","Block Group 4, Census Tract 122, New York County, New York","119","67","25","47","0","12","0","12","0","12","39","38","0","12","8","14","9","14","24","30","14","22"
"1500000US360610124000","Block Group 0, Census Tract 124, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610124001","Block Group 1, Census Tract 124, New York County, New York","940","178","68","80","69","64","48","45","129","82","104","83","242","143","96","80","35","43","134","77","15","26"
"1500000US360610124002","Block Group 2, Census Tract 124, New York County, New York","835","188","155","103","35","32","39","44","154","147","57","40","88","90","65","56","44","41","144","114","54","63"
"1500000US360610124003","Block Group 3, Census Tract 124, New York County, New York","337","110","9","16","42","49","34","54","61","50","35","36","6","10","0","12","0","12","150","98","0","12"
"1500000US360610124004","Block Group 4, Census Tract 124, New York County, New York","707","154","38","48","179","116","111","96","48","61","111","112","99","74","36","33","25","40","60","75","0","12"
"1500000US360610124005","Block Group 5, Census Tract 124, New York County, New York","325","203","0","12","101","161","78","123","47","57","30","48","0","12","22","27","0","12","29","39","18","29"
"1500000US360610124006","Block Group 6, Census Tract 124, New York County, New York","577","189","194","119","70","100","82","130","35","42","114","82","0","12","0","12","23","40","59","67","0","12"
"1500000US360610124007","Block Group 7, Census Tract 124, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610124008","Block Group 8, Census Tract 124, New York County, New York","382","123","0","12","42","53","55","49","118","67","106","100","13","22","23","37","0","12","25","39","0","12"
"1500000US360610125001","Block Group 1, Census Tract 125, New York County, New York","467","108","114","81","16","14","29","25","43","34","22","21","50","48","27","24","18","21","93","39","55","45"
"1500000US360610125002","Block Group 2, Census Tract 125, New York County, New York","913","140","105","70","140","78","86","66","134","72","133","70","70","59","22","34","60","45","154","76","9","15"
"1500000US360610126001","Block Group 1, Census Tract 126, New York County, New York","1158","262","29","34","30","25","193","127","146","118","101","74","129","110","110","101","135","92","238","141","47","75"
"1500000US360610126002","Block Group 2, Census Tract 126, New York County, New York","480","158","43","69","59","74","58","71","13","22","142","103","34","55","0","12","15","24","75","84","41","67"
"1500000US360610126003","Block Group 3, Census Tract 126, New York County, New York","639","263","198","224","73","77","0","12","0","12","0","12","58","48","15","26","0","12","249","142","46","74"
"1500000US360610126004","Block Group 4, Census Tract 126, New York County, New York","524","215","147","126","30","35","76","77","48","76","13","22","0","12","14","22","0","12","196","190","0","12"
"1500000US360610126005","Block Group 5, Census Tract 126, New York County, New York","171","112","0","12","0","12","16","25","54","86","0","12","46","74","0","12","0","12","55","69","0","12"
"1500000US360610126006","Block Group 6, Census Tract 126, New York County, New York","473","187","0","12","50","61","104","102","62","80","76","81","26","29","0","12","11","17","106","108","38","61"
"1500000US360610126007","Block Group 7, Census Tract 126, New York County, New York","456","238","0","12","30","34","14","23","176","213","16","25","75","80","41","51","50","81","54","69","0","12"
"1500000US360610126008","Block Group 8, Census Tract 126, New York County, New York","486","294","0","12","48","78","29","34","0","12","164","238","0","12","0","12","46","76","61","77","138","151"
"1500000US360610127001","Block Group 1, Census Tract 127, New York County, New York","588","203","13","20","18","31","90","82","105","88","69","68","41","66","21","33","0","12","118","80","113","132"
"1500000US360610127002","Block Group 2, Census Tract 127, New York County, New York","584","169","17","28","112","94","42","49","43","51","45","76","36","42","16","29","56","83","217","139","0","12"
"1500000US360610127003","Block Group 3, Census Tract 127, New York County, New York","944","234","23","42","85","68","27","30","59","76","179","128","24","38","66","105","138","135","239","144","104","104"
"1500000US360610127004","Block Group 4, Census Tract 127, New York County, New York","891","188","77","106","55","55","74","62","163","107","54","65","47","58","84","63","60","51","266","132","11","17"
"1500000US360610127005","Block Group 5, Census Tract 127, New York County, New York","150","92","0","12","12","20","72","73","0","12","0","12","22","35","13","22","13","21","0","12","18","29"
"1500000US360610128001","Block Group 1, Census Tract 128, New York County, New York","459","143","96","83","84","70","32","34","0","12","12","19","16","25","27","32","50","79","62","49","80","72"
"1500000US360610128002","Block Group 2, Census Tract 128, New York County, New York","147","104","0","12","83","60","0","12","0","12","14","23","0","12","0","12","0","12","50","81","0","12"
"1500000US360610128003","Block Group 3, Census Tract 128, New York County, New York","114","69","41","48","30","35","0","12","15","24","13","22","0","12","0","12","15","26","0","12","0","12"
"1500000US360610128004","Block Group 4, Census Tract 128, New York County, New York","202","132","0","12","46","73","13","23","0","12","14","23","0","12","0","12","88","98","28","32","13","20"
"1500000US360610128005","Block Group 5, Census Tract 128, New York County, New York","87","64","25","29","0","12","0","12","0","12","0","12","36","55","12","22","0","12","0","12","14","23"
"1500000US360610129000","Block Group 0, Census Tract 129, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610129001","Block Group 1, Census Tract 129, New York County, New York","914","175","0","12","84","79","45","45","129","82","83","75","83","92","79","58","58","51","310","128","43","38"
"1500000US360610129002","Block Group 2, Census Tract 129, New York County, New York","1304","209","80","74","149","78","144","94","117","93","96","69","135","95","31","37","166","90","295","149","91","79"
"1500000US360610130001","Block Group 1, Census Tract 130, New York County, New York","57","39","0","12","14","22","18","29","0","12","0","12","0","12","12","19","0","12","13","21","0","12"
"1500000US360610130002","Block Group 2, Census Tract 130, New York County, New York","151","51","42","39","0","12","15","25","13","21","15","24","0","12","16","25","0","12","37","35","13","21"
"1500000US360610130003","Block Group 3, Census Tract 130, New York County, New York","162","92","13","21","0","12","14","22","14","22","17","27","27","34","0","12","0","12","63","79","14","22"
"1500000US360610130004","Block Group 4, Census Tract 130, New York County, New York","223","86","40","42","42","67","0","12","0","12","17","27","17","28","11","17","0","12","66","48","30","36"
"1500000US360610131001","Block Group 1, Census Tract 131, New York County, New York","547","108","68","45","48","51","32","40","33","43","85","48","158","73","22","24","19","21","35","24","47","56"
"1500000US360610131002","Block Group 2, Census Tract 131, New York County, New York","955","127","66","41","75","47","154","90","135","54","145","54","58","55","29","29","67","46","206","84","20","22"
"1500000US360610132000","Block Group 0, Census Tract 132, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610132001","Block Group 1, Census Tract 132, New York County, New York","559","202","13","23","21","36","136","125","14","22","72","79","54","69","29","33","0","12","204","133","16","26"
"1500000US360610132002","Block Group 2, Census Tract 132, New York County, New York","676","180","0","12","0","12","39","52","152","96","101","92","57","72","12","20","61","67","190","125","64","76"
"1500000US360610132003","Block Group 3, Census Tract 132, New York County, New York","632","291","214","241","35","46","54","68","82","79","59","76","84","85","0","12","44","72","49","79","11","20"
"1500000US360610132004","Block Group 4, Census Tract 132, New York County, New York","809","301","48","61","150","172","13","25","195","199","34","54","68","78","86","79","35","55","166","119","14","23"
"1500000US360610132005","Block Group 5, Census Tract 132, New York County, New York","1084","337","172","173","0","12","106","79","191","136","59","77","13","22","186","192","88","72","237","209","32","51"
"1500000US360610132006","Block Group 6, Census Tract 132, New York County, New York","700","219","169","120","66","88","73","79","166","172","0","12","55","71","80","89","15","24","76","49","0","12"
"1500000US360610132007","Block Group 7, Census Tract 132, New York County, New York","234","174","0","12","0","12","0","12","6","12","14","24","16","30","0","12","139","196","0","12","59","94"
"1500000US360610133001","Block Group 1, Census Tract 133, New York County, New York","356","101","0","12","34","40","54","50","37","42","15","24","40","50","36","43","38","36","78","56","24","27"
"1500000US360610133002","Block Group 2, Census Tract 133, New York County, New York","559","151","45","45","88","74","38","42","68","75","124","67","11","18","26","33","54","65","105","73","0","12"
"1500000US360610133003","Block Group 3, Census Tract 133, New York County, New York","432","121","13","20","31","50","27","31","53","60","84","60","67","71","9","14","15","25","133","78","0","12"
"1500000US360610133004","Block Group 4, Census Tract 133, New York County, New York","691","137","45","50","65","68","60","50","68","52","169","100","104","91","55","64","31","33","94","58","0","12"
"1500000US360610133005","Block Group 5, Census Tract 133, New York County, New York","567","124","52","55","72","67","67","50","52","55","95","67","45","42","82","57","32","35","70","61","0","12"
"1500000US360610134001","Block Group 1, Census Tract 134, New York County, New York","289","150","0","12","0","12","107","82","53","81","71","95","0","12","0","12","0","12","58","76","0","12"
"1500000US360610134002","Block Group 2, Census Tract 134, New York County, New York","465","195","25","32","0","12","59","77","74","85","57","89","95","105","0","12","60","83","95","96","0","12"
"1500000US360610134003","Block Group 3, Census Tract 134, New York County, New York","385","155","98","60","18","28","17","27","78","81","15","26","70","74","23","37","0","12","50","79","16","26"
"1500000US360610134004","Block Group 4, Census Tract 134, New York County, New York","190","117","11","18","0","12","50","81","0","12","0","12","0","12","0","12","11","19","86","67","32","50"
"1500000US360610134005","Block Group 5, Census Tract 134, New York County, New York","505","288","52","78","36","45","0","12","0","12","51","60","0","12","159","253","67","80","140","105","0","12"
"1500000US360610134006","Block Group 6, Census Tract 134, New York County, New York","520","183","26","32","97","97","65","81","133","131","36","44","33","55","0","12","9","13","65","46","56","89"
"1500000US360610134007","Block Group 7, Census Tract 134, New York County, New York","376","148","12","21","19","31","69","58","21","28","34","54","45","55","0","12","7","15","152","131","17","29"
"1500000US360610134008","Block Group 8, Census Tract 134, New York County, New York","886","337","115","107","295","290","199","137","51","81","15","27","20","26","0","12","92","89","99","62","0","12"
"1500000US360610134009","Block Group 9, Census Tract 134, New York County, New York","299","149","39","41","20","27","34","41","50","80","33","51","16","19","0","12","47","71","60","82","0","12"
"1500000US360610135000","Block Group 0, Census Tract 135, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610135001","Block Group 1, Census Tract 135, New York County, New York","1830","189","114","59","122","69","295","125","229","117","189","101","157","106","184","95","193","114","332","132","15","24"
"1500000US360610135002","Block Group 2, Census Tract 135, New York County, New York","1581","204","143","94","163","87","178","96","173","105","203","99","112","63","152","90","116","91","332","119","9","14"
"1500000US360610136000","Block Group 0, Census Tract 136, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610136001","Block Group 1, Census Tract 136, New York County, New York","1383","380","240","223","111","100","54","71","97","69","73","159","215","190","15","24","178","126","387","265","13","23"
"1500000US360610136002","Block Group 2, Census Tract 136, New York County, New York","1103","208","218","183","34","42","68","73","140","120","80","87","146","112","108","156","23","26","286","153","0","12"
"1500000US360610136003","Block Group 3, Census Tract 136, New York County, New York","766","224","98","85","45","71","143","195","88","83","12","21","36","36","17","27","99","89","228","116","0","12"
"1500000US360610136004","Block Group 4, Census Tract 136, New York County, New York","472","246","51","57","26","33","28","32","52","67","46","60","168","231","0","12","82","55","19","24","0","12"
"1500000US360610136005","Block Group 5, Census Tract 136, New York County, New York","260","139","11","19","0","12","0","12","14","22","88","96","43","53","0","12","0","12","0","12","104","99"
"1500000US360610136006","Block Group 6, Census Tract 136, New York County, New York","611","186","69","72","82","73","26","34","87","99","21","37","104","90","29","36","59","74","86","88","48","77"
"1500000US360610136007","Block Group 7, Census Tract 136, New York County, New York","521","190","15","23","60","61","105","99","0","12","54","67","55","68","55","71","14","22","163","126","0","12"
"1500000US360610136008","Block Group 8, Census Tract 136, New York County, New York","795","316","26","33","160","135","25","34","72","79","14","25","39","60","0","12","107","101","352","268","0","12"
"1500000US360610137001","Block Group 1, Census Tract 137, New York County, New York","388","159","91","74","0","12","0","12","10","17","25","30","9","19","0","12","66","61","139","84","48","77"
"1500000US360610137002","Block Group 2, Census Tract 137, New York County, New York","195","114","0","12","36","41","0","12","63","85","0","12","0","12","0","12","0","12","37","43","59","65"
"1500000US360610137003","Block Group 3, Census Tract 137, New York County, New York","654","171","77","65","60","55","96","84","15","25","78","74","40","46","28","45","0","12","229","138","31","49"
"1500000US360610137004","Block Group 4, Census Tract 137, New York County, New York","404","151","29","47","47","53","77","71","16","27","0","12","24","30","26","23","0","12","147","126","38","41"
"1500000US360610137005","Block Group 5, Census Tract 137, New York County, New York","508","132","21","25","50","57","129","86","95","104","48","57","27","43","20","32","79","78","13","21","26","42"
"1500000US360610137006","Block Group 6, Census Tract 137, New York County, New York","546","190","125","93","57","83","173","144","29","38","0","12","0","12","0","12","54","43","108","73","0","12"
"1500000US360610138001","Block Group 1, Census Tract 138, New York County, New York","432","184","41","67","65","75","80","69","90","109","23","27","12","20","0","12","0","12","45","79","76","113"
"1500000US360610138002","Block Group 2, Census Tract 138, New York County, New York","853","329","57","81","29","47","230","236","150","236","122","137","10","18","0","12","79","65","176","98","0","12"
"1500000US360610138003","Block Group 3, Census Tract 138, New York County, New York","739","280","170","218","41","65","72","80","168","218","0","12","84","74","56","48","0","12","103","92","45","74"
"1500000US360610138004","Block Group 4, Census Tract 138, New York County, New York","625","196","0","12","98","91","97","75","82","83","79","92","14","23","66","75","21","41","168","118","0","12"
"1500000US360610138005","Block Group 5, Census Tract 138, New York County, New York","569","237","93","98","89","87","25","36","0","12","166","175","0","12","39","61","0","12","157","155","0","12"
"1500000US360610138006","Block Group 6, Census Tract 138, New York County, New York","1168","390","41","66","353","284","47","42","249","223","70","49","48","78","223","236","0","12","137","108","0","12"
"1500000US360610138007","Block Group 7, Census Tract 138, New York County, New York","515","167","0","12","42","40","40","65","74","61","30","38","12","21","0","12","0","12","268","142","49","78"
"1500000US360610138008","Block Group 8, Census Tract 138, New York County, New York","238","112","18","28","0","12","16","26","15","24","14","23","12","19","0","12","60","91","103","73","0","12"
"1500000US360610138009","Block Group 9, Census Tract 138, New York County, New York","130","107","0","12","45","71","0","12","15","24","0","12","15","24","11","19","0","12","44","71","0","12"
"1500000US360610139001","Block Group 1, Census Tract 139, New York County, New York","519","205","0","12","0","12","71","70","35","42","0","12","62","75","11","19","77","82","263","188","0","12"
"1500000US360610139002","Block Group 2, Census Tract 139, New York County, New York","619","282","0","12","40","46","73","95","187","150","23","31","145","232","101","113","27","31","23","28","0","12"
"1500000US360610139003","Block Group 3, Census Tract 139, New York County, New York","385","150","0","12","58","94","20","31","0","12","17","30","88","83","17","30","31","36","102","90","52","76"
"1500000US360610139004","Block Group 4, Census Tract 139, New York County, New York","604","263","14","26","78","84","66","58","205","236","52","47","18","24","72","84","10","19","80","79","9","15"
"1500000US360610139005","Block Group 5, Census Tract 139, New York County, New York","674","274","13","25","0","12","96","120","94","104","0","12","74","83","46","54","180","218","132","100","39","44"
"1500000US360610139006","Block Group 6, Census Tract 139, New York County, New York","558","275","12","20","13","22","170","121","12","20","14","22","183","236","0","12","37","60","59","48","58","69"
"1500000US360610139007","Block Group 7, Census Tract 139, New York County, New York","512","241","49","47","24","27","0","12","27","35","61","74","55","78","0","12","98","83","189","203","9","15"
"1500000US360610140001","Block Group 1, Census Tract 140, New York County, New York","479","125","49","46","16","26","41","37","66","52","90","82","60","71","33","37","27","30","62","51","35","55"
"1500000US360610140002","Block Group 2, Census Tract 140, New York County, New York","534","128","57","46","40","40","17","28","140","101","71","46","36","42","77","75","12","20","68","55","16","26"
"1500000US360610140003","Block Group 3, Census Tract 140, New York County, New York","225","122","54","70","15","23","14","21","67","89","30","33","45","72","0","12","0","12","0","12","0","12"
"1500000US360610140004","Block Group 4, Census Tract 140, New York County, New York","63","43","0","12","17","28","0","12","0","12","0","12","0","12","0","12","0","12","15","26","31","34"
"1500000US360610140005","Block Group 5, Census Tract 140, New York County, New York","182","95","10","17","31","35","50","43","0","12","11","19","0","12","0","12","0","12","18","29","62","78"
"1500000US360610140006","Block Group 6, Census Tract 140, New York County, New York","316","84","31","37","43","40","46","55","25","29","29","35","49","45","40","37","0","12","45","43","8","14"
"1500000US360610142001","Block Group 1, Census Tract 142, New York County, New York","31","34","15","23","0","12","0","12","0","12","0","12","16","25","0","12","0","12","0","12","0","12"
"1500000US360610142002","Block Group 2, Census Tract 142, New York County, New York","244","127","45","45","14","22","13","21","0","12","19","24","15","24","15","24","0","12","107","112","16","25"
"1500000US360610142003","Block Group 3, Census Tract 142, New York County, New York","164","129","85","100","0","12","13","23","0","12","0","12","0","12","0","12","0","12","50","82","16","26"
"1500000US360610142004","Block Group 4, Census Tract 142, New York County, New York","149","88","57","73","0","12","51","62","0","12","0","12","0","12","0","12","16","25","13","21","12","20"
"1500000US360610142005","Block Group 5, Census Tract 142, New York County, New York","46","43","15","23","0","12","0","12","0","12","0","12","0","12","0","12","16","26","15","25","0","12"
"1500000US360610142006","Block Group 6, Census Tract 142, New York County, New York","115","62","50","47","0","12","17","26","0","12","0","12","0","12","0","12","14","23","17","30","17","26"
"1500000US360610143001","Block Group 1, Census Tract 143, New York County, New York","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1500000US360610144011","Block Group 1, Census Tract 144.01, New York County, New York","161","69","14","22","26","31","0","12","30","35","0","12","0","12","13","22","35","39","29","24","14","24"
"1500000US360610144012","Block Group 2, Census Tract 144.01, New York County, New York","382","134","73","51","29","32","29","32","13","21","15","25","65","85","16","25","33","37","109","96","0","12"
"1500000US360610144013","Block Group 3, Census Tract 144.01, New York County, New York","595","121","60","40","30","33","142","103","43","32","70","44","51","47","56","40","30","34","113","85","0","12"
"1500000US360610144014","Block Group 4, Census Tract 144.01, New York County, New York","260","98","0","12","0","12","74","53","17","28","41","66","12","20","0","12","33","36","45","42","38","56"
"1500000US360610144021","Block Group 1, Census Tract 144.02, New York County, New York","207","116","0","12","17","27","9","17","17","26","0","12","0","12","18","28","67","86","33","27","46","53"
"1500000US360610144022","Block Group 2, Census Tract 144.02, New York County, New York","643","183","60","79","22","25","81","75","35","39","130","99","10","16","0","12","71","85","234","138","0","12"
"1500000US360610144023","Block Group 3, Census Tract 144.02, New York County, New York","441","137","17","28","71","76","32","38","47","33","19","29","0","12","32","37","155","122","51","39","17","26"
"1500000US360610144024","Block Group 4, Census Tract 144.02, New York County, New York","668","119","82","71","0","12","142","74","70","54","48","38","64","50","18","28","46","42","104","85","94","90"
"1500000US360610144025","Block Group 5, Census Tract 144.02, New York County, New York","751","129","106","81","219","100","89","58","63","47","64","41","50","58","30","34","32","35","98","60","0","12"
"1500000US360610145001","Block Group 1, Census Tract 145, New York County, New York","443","117","47","47","47","42","33","28","137","83","67","80","12","20","21","33","28","34","33","36","18","24"
"1500000US360610145002","Block Group 2, Census Tract 145, New York County, New York","744","161","47","37","250","119","74","63","157","118","39","39","0","12","62","65","64","84","51","48","0","12"
"1500000US360610145003","Block Group 3, Census Tract 145, New York County, New York","366","110","108","63","28","32","14","22","58","49","26","29","53","86","0","12","19","30","32","35","28","32"
"1500000US360610145004","Block Group 4, Census Tract 145, New York County, New York","106","59","12","18","0","12","32","37","18","29","0","12","0","12","0","12","15","25","29","33","0","12"
"1500000US360610146011","Block Group 1, Census Tract 146.01, New York County, New York","409","122","33","36","41","49","57","53","71","70","42","50","10","17","0","12","67","55","88","69","0","12"
"1500000US360610146012","Block Group 2, Census Tract 146.01, New York County, New York","451","98","49","55","109","64","152","84","12","18","33","29","39","37","0","12","0","12","14","24","43","46"
"1500000US360610146013","Block Group 3, Census Tract 146.01, New York County, New York","661","119","44","52","83","71","76","83","112","77","68","56","32","32","32","33","79","90","113","65","22","36"
"1500000US360610146014","Block Group 4, Census Tract 146.01, New York County, New York","604","119","31","30","12","17","122","64","83","66","171","98","24","37","11","17","24","30","126","76","0","12"
"1500000US360610146021","Block Group 1, Census Tract 146.02, New York County, New York","583","186","39","46","47","46","123","75","62","76","54","67","110","117","0","12","72","73","76","79","0","12"
"1500000US360610146022","Block Group 2, Census Tract 146.02, New York County, New York","746","144","45","44","40","46","47","41","215","120","65","63","131","107","65","75","35","41","103","69","0","12"
"1500000US360610146023","Block Group 3, Census Tract 146.02, New York County, New York","670","199","71","61","12","20","44","39","44","44","191","174","69","65","84","111","0","12","119","88","36","42"
"1500000US360610146024","Block Group 4, Census Tract 146.02, New York County, New York","556","144","79","93","79","80","85","85","44","43","51","62","60","58","30","35","23","35","36","35","69","73"
"1500000US360610146025","Block Group 5, Census Tract 146.02, New York County, New York","312","154","0","12","105","115","0","12","32","52","21","35","31","38","0","12","12","19","63","70","48","78"
"1500000US360610146026","Block Group 6, Census Tract 146.02, New York County, New York","760","194","82","74","145","117","131","118","53","48","13","22","47","54","168","101","58","56","60","52","3","6"
"1500000US360610147001","Block Group 1, Census Tract 147, New York County, New York","1120","126","115","46","106","54","105","45","201","80","198","79","89","55","59","46","48","47","154","70","45","48"
"1500000US360610148011","Block Group 1, Census Tract 148.01, New York County, New York","284","83","47","37","20","22","24","28","24","22","30","33","39","34","40","34","0","12","46","35","14","15"
"1500000US360610148012","Block Group 2, Census Tract 148.01, New York County, New York","610","112","121","74","130","95","33","34","37","33","56","42","27","30","15","24","31","34","129","77","31","29"
"1500000US360610148021","Block Group 1, Census Tract 148.02, New York County, New York","620","163","17","25","32","34","209","128","0","12","76","56","46","42","66","66","72","55","102","59","0","12"
"1500000US360610148022","Block Group 2, Census Tract 148.02, New York County, New York","663","160","60","44","54","49","56","46","144","76","155","124","39","31","28","32","14","21","113","80","0","12"
"1500000US360610148023","Block Group 3, Census Tract 148.02, New York County, New York","306","112","27","31","29","32","16","25","13","21","38","36","61","76","51","71","0","12","58","42","13","21"
"1500000US360610148024","Block Group 4, Census Tract 148.02, New York County, New York","320","89","0","12","15","24","41","38","11","18","71","81","25","30","0","12","52","48","105","57","0","12"
"1500000US360610148025","Block Group 5, Census Tract 148.02, New York County, New York","212","108","19","30","17","28","29","35","39","64","16","25","0","12","0","12","0","12","76","70","16","25"
"1500000US360610149001","Block Group 1, Census Tract 149, New York County, New York","110","69","27","32","0","12","16","25","0","12","13","21","0","12","0","12","0","12","16","25","38","56"
"1500000US360610149002","Block Group 2, Census Tract 149, New York County, New York","317","107","61","46","72","45","0","12","29","32","0","12","15","23","16","25","24","20","32","37","68","94"
"1500000US360610149003","Block Group 3, Census Tract 149, New York County, New York","542","151","59","49","65","54","14","23","125","101","58","53","43","32","67","80","0","12","69","52","42","69"
"1500000US360610149004","Block Group 4, Census Tract 149, New York County, New York","421","130","74","75","51","39","65","53","13","21","33","38","46","43","0","12","0","12","139","80","0","12"
"1500000US360610149005","Block Group 5, Census Tract 149, New York County, New York","489","133","75","56","30","33","51","42","32","37","16","25","17","28","14","23","50","46","183","103","21","31"
"1500000US360610150011","Block Group 1, Census Tract 150.01, New York County, New York","68","39","30","27","0","12","0","12","9","15","0","12","11","17","0","12","0","12","18","19","0","12"
"1500000US360610150012","Block Group 2, Census Tract 150.01, New York County, New York","286","71","30","22","44","40","31","36","64","36","32","39","0","12","0","12","21","27","49","33","15","17"
